#Gene stable ID	Transcript stable ID	Gene name
YOL085W-A	YOL085W-A_mRNA	
YBR200W	YBR200W_mRNA	BEM1
YPR003C	YPR003C_mRNA	
YCR014C	YCR014C_mRNA	POL4
YJR018W	YJR018W_mRNA	
YBR105C	YBR105C_mRNA	VID24
YDR086C	YDR086C_mRNA	SSS1
YPL041C	YPL041C_mRNA	MRX11
YKL181W	YKL181W_mRNA	PRS1
YDR521W	YDR521W_mRNA	
YDR426C	YDR426C_mRNA	
YGR150C	YGR150C_mRNA	CCM1
YGR164W	YGR164W_mRNA	
YMR299C	YMR299C_mRNA	DYN3
YBL025W	YBL025W_mRNA	RRN10
YGL199C	YGL199C_mRNA	
YGL078C	YGL078C_mRNA	DBP3
YLR302C	YLR302C_mRNA	
YDL113C	YDL113C_mRNA	ATG20
YLR467W	YLR467W_mRNA	YRF1-5
YKL183W	YKL183W_mRNA	LOT5
YKL220C	YKL220C_mRNA	FRE2
YML022W	YML022W_mRNA	APT1
YDR165W	YDR165W_mRNA	TRM82
YGL140C	YGL140C_mRNA	
YDR417C	YDR417C_mRNA	
YML128C	YML128C_mRNA	MSC1
YKL049C	YKL049C_mRNA	CSE4
LSR1	LSR1_snRNA	LSR1
YGR226C	YGR226C_mRNA	
YHR022C	YHR022C_mRNA	
YNL127W	YNL127W_mRNA	FAR11
YLR415C	YLR415C_mRNA	
YER007C-A	YER007C-A_mRNA	TMA20
YKL047W	YKL047W_mRNA	ANR2
YDR389W	YDR389W_mRNA	SAC7
YOR325W	YOR325W_mRNA	
YOR007C	YOR007C_mRNA	SGT2
YBR215W	YBR215W_mRNA	HPC2
YDR187C	YDR187C_mRNA	
YNR073C	YNR073C_mRNA	MAN2
YDR173C	YDR173C_mRNA	ARG82
YOL016C	YOL016C_mRNA	CMK2
YBR003W	YBR003W_mRNA	COQ1
YBL046W	YBL046W_mRNA	PSY4
YIL115C	YIL115C_mRNA	NUP159
YMR189W	YMR189W_mRNA	GCV2
YDR409W	YDR409W_mRNA	SIZ1
YMR094W	YMR094W_mRNA	CTF13
YPL211W	YPL211W_mRNA	NIP7
YMR040W	YMR040W_mRNA	YET2
YHL045W	YHL045W_mRNA	
YBR168W	YBR168W_mRNA	PEX32
YER103W	YER103W_mRNA	SSA4
YDR268W	YDR268W_mRNA	MSW1
YMR285C	YMR285C_mRNA	NGL2
YBR239C	YBR239C_mRNA	ERT1
YGR261C	YGR261C_mRNA	APL6
YGL207W	YGL207W_mRNA	SPT16
YDR403W	YDR403W_mRNA	DIT1
YGL080W	YGL080W_mRNA	MPC1
YLR219W	YLR219W_mRNA	MSC3
YJR025C	YJR025C_mRNA	BNA1
YLR177W	YLR177W_mRNA	
YDR473C	YDR473C_mRNA	PRP3
YEL064C	YEL064C_mRNA	AVT2
YHR080C	YHR080C_mRNA	LAM4
YPL057C	YPL057C_mRNA	SUR1
YNL163C	YNL163C_mRNA	RIA1
YML028W	YML028W_mRNA	TSA1
YOR035C	YOR035C_mRNA	SHE4
YLL058W	YLL058W_mRNA	
YNR049C	YNR049C_mRNA	MSO1
YMR133W	YMR133W_mRNA	REC114
YFR005C	YFR005C_mRNA	SAD1
YML098W	YML098W_mRNA	TAF13
snR36	snR36_snoRNA	SNR36
YHR092C	YHR092C_mRNA	HXT4
YGR285C	YGR285C_mRNA	ZUO1
YLR401C	YLR401C_mRNA	DUS3
YHR180W-A	YHR180W-A_mRNA	
YDR378C	YDR378C_mRNA	LSM6
tP(AGG)C	tP(AGG)C_tRNA	SUF2
YBR098W	YBR098W_mRNA	MMS4
YGL052W	YGL052W_mRNA	
YOL082W	YOL082W_mRNA	ATG19
YGR077C	YGR077C_mRNA	PEX8
YOL164W-A	YOL164W-A_mRNA	
YLR259C	YLR259C_mRNA	HSP60
tS(AGA)G	tS(AGA)G_tRNA	
YCL009C	YCL009C_mRNA	ILV6
YJR133W	YJR133W_mRNA	XPT1
snR55	snR55_snoRNA	SNR55
YDR133C	YDR133C_mRNA	
YPR195C	YPR195C_mRNA	
YNL299W	YNL299W_mRNA	TRF5
snR19	snR19_snRNA	SNR19
tG(GCC)O2	tG(GCC)O2_tRNA	SUF17
YBL087C	YBL087C_mRNA	RPL23A
YMR208W	YMR208W_mRNA	ERG12
YAL011W	YAL011W_mRNA	SWC3
YKL179C	YKL179C_mRNA	COY1
snR86	snR86_snoRNA	SNR86
YEL002C	YEL002C_mRNA	WBP1
YDR515W	YDR515W_mRNA	SLF1
YMR020W	YMR020W_mRNA	FMS1
YMR014W	YMR014W_mRNA	BUD22
YGR223C	YGR223C_mRNA	HSV2
tA(UGC)E	tA(UGC)E_tRNA	
YPR083W	YPR083W_mRNA	MDM36
YGL086W	YGL086W_mRNA	MAD1
YPL001W	YPL001W_mRNA	HAT1
snR40	snR40_snoRNA	SNR40
YMR326C	YMR326C_mRNA	
YGL173C	YGL173C_mRNA	XRN1
YLR286W-A	YLR286W-A_mRNA	
YJL184W	YJL184W_mRNA	GON7
YPR193C	YPR193C_mRNA	HPA2
YER078W-A	YER078W-A_mRNA	
YOR272W	YOR272W_mRNA	YTM1
YNL251C	YNL251C_mRNA	NRD1
YPL044C	YPL044C_mRNA	
YDL107W	YDL107W_mRNA	MSS2
YDL201W	YDL201W_mRNA	TRM8
YOL013C	YOL013C_mRNA	HRD1
YBR077C	YBR077C_mRNA	SLM4
YER007W	YER007W_mRNA	PAC2
YNL143C	YNL143C_mRNA	
YDR396W	YDR396W_mRNA	
YOR026W	YOR026W_mRNA	BUB3
YIL042C	YIL042C_mRNA	PKP1
YGR001C	YGR001C_mRNA	EFM5
YMR213W	YMR213W_mRNA	CEF1
tK(UUU)G1	tK(UUU)G1_tRNA	
YMR192W	YMR192W_mRNA	GYL1
YGL217C	YGL217C_mRNA	
YAR030C	YAR030C_mRNA	
YDR258C	YDR258C_mRNA	HSP78
YAR047C	YAR047C_mRNA	
YAL022C	YAL022C_mRNA	FUN26
YBR224W	YBR224W_mRNA	
YOR359W	YOR359W_mRNA	VTS1
YDR176W	YDR176W_mRNA	NGG1
YDL099W	YDL099W_mRNA	BUG1
YDR380W	YDR380W_mRNA	ARO10
YDL110C	YDL110C_mRNA	TMA17
YOR250C	YOR250C_mRNA	CLP1
YFL019C	YFL019C_mRNA	
Q0055	Q0055_mRNA	AI2
YDR148C	YDR148C_mRNA	KGD2
YDL220C	YDL220C_mRNA	CDC13
YFL008W	YFL008W_mRNA	SMC1
YBL084C	YBL084C_mRNA	CDC27
YNL312W	YNL312W_mRNA	RFA2
YGR105W	YGR105W_mRNA	VMA21
YMR177W	YMR177W_mRNA	MMT1
YLR090W	YLR090W_mRNA	XDJ1
YPL279C	YPL279C_mRNA	FEX2
YOL012C	YOL012C_mRNA	HTZ1
YJL118W	YJL118W_mRNA	
YNL124W	YNL124W_mRNA	NAF1
YIL124W	YIL124W_mRNA	AYR1
YOL026C	YOL026C_mRNA	MIM1
YPL022W	YPL022W_mRNA	RAD1
YLR173W	YLR173W_mRNA	
YOR100C	YOR100C_mRNA	CRC1
YKL099C	YKL099C_mRNA	UTP11
YGL214W	YGL214W_mRNA	
YNL021W	YNL021W_mRNA	HDA1
YGL137W	YGL137W_mRNA	SEC27
YPL258C	YPL258C_mRNA	THI21
snR35	snR35_snoRNA	SNR35
YOR375C	YOR375C_mRNA	GDH1
YHR147C	YHR147C_mRNA	MRPL6
YJR072C	YJR072C_mRNA	NPA3
YIL100C-A	YIL100C-A_mRNA	
YGL095C	YGL095C_mRNA	VPS45
YIL129C	YIL129C_mRNA	TAO3
YGL009C	YGL009C_mRNA	LEU1
tD(GUC)L2	tD(GUC)L2_tRNA	
YFL021W	YFL021W_mRNA	GAT1
YLR129W	YLR129W_mRNA	DIP2
YIL040W	YIL040W_mRNA	APQ12
YMR294W-A	YMR294W-A_mRNA	
Q0143	Q0143_mRNA	Q0143
YNR043W	YNR043W_mRNA	MVD1
YJR006W	YJR006W_mRNA	POL31
YAL039C	YAL039C_mRNA	CYC3
YDR504C	YDR504C_mRNA	SPG3
YFL033C	YFL033C_mRNA	RIM15
YIR008C	YIR008C_mRNA	PRI1
YHR006W	YHR006W_mRNA	STP2
YMR008C	YMR008C_mRNA	PLB1
YBR058C	YBR058C_mRNA	UBP14
YDR386W	YDR386W_mRNA	MUS81
YPL019C	YPL019C_mRNA	VTC3
YHR108W	YHR108W_mRNA	GGA2
YKL182W	YKL182W_mRNA	FAS1
YBL068W-A	YBL068W-A_mRNA	
YHR070C-A	YHR070C-A_mRNA	
YHR001W-A	YHR001W-A_mRNA	QCR10
YLL014W	YLL014W_mRNA	EMC6
YKR035W-A	YKR035W-A_mRNA	DID2
YIL079C	YIL079C_mRNA	AIR1
YPL142C	YPL142C_mRNA	
YDR208W	YDR208W_mRNA	MSS4
YIL143C	YIL143C_mRNA	SSL2
YDR324C	YDR324C_mRNA	UTP4
YDL170W	YDL170W_mRNA	UGA3
YDR317W	YDR317W_mRNA	HIM1
YOL155C	YOL155C_mRNA	HPF1
YDR436W	YDR436W_mRNA	PPZ2
YLR163C	YLR163C_mRNA	MAS1
YBR253W	YBR253W_mRNA	SRB6
YPL180W	YPL180W_mRNA	TCO89
YHR189W	YHR189W_mRNA	PTH1
snR17a	snR17a_snoRNA	SNR17A
YNL065W	YNL065W_mRNA	AQR1
YNL178W	YNL178W_mRNA	RPS3
YGL073W	YGL073W_mRNA	HSF1
YER006W	YER006W_mRNA	NUG1
YLL020C	YLL020C_mRNA	
YIL127C	YIL127C_mRNA	RRT14
snR57	snR57_snoRNA	SNR57
YKL111C	YKL111C_mRNA	
YML063W	YML063W_mRNA	RPS1B
Q0285	Q0285_ncRNA	RPM1
YKL187C	YKL187C_mRNA	FAT3
YMR168C	YMR168C_mRNA	CEP3
snR62	snR62_snoRNA	SNR62
YIR037W	YIR037W_mRNA	HYR1
tM(CAU)Q2	tM(CAU)Q2_tRNA	
YPR061C	YPR061C_mRNA	JID1
YLR119W	YLR119W_mRNA	SRN2
YBL018C	YBL018C_mRNA	POP8
YDL111C	YDL111C_mRNA	RRP42
YKL006W	YKL006W_mRNA	RPL14A
YHR090C	YHR090C_mRNA	YNG2
YBR038W	YBR038W_mRNA	CHS2
tT(UGU)Q1	tT(UGU)Q1_tRNA	
YEL033W	YEL033W_mRNA	MTC7
YHL015W	YHL015W_mRNA	RPS20
tR(UCU)J2	tR(UCU)J2_tRNA	
YDL227C	YDL227C_mRNA	HO
YOL027C	YOL027C_mRNA	MDM38
Q0105	Q0105_mRNA	COB
YHR015W	YHR015W_mRNA	MIP6
YMR148W	YMR148W_mRNA	OSW5
tW(CCA)M	tW(CCA)M_tRNA	
YJL077C	YJL077C_mRNA	ICS3
YPR178W	YPR178W_mRNA	PRP4
YLL061W	YLL061W_mRNA	MMP1
YHR132W-A	YHR132W-A_mRNA	IGO2
YPL282C	YPL282C_mRNA	PAU22
YBL015W	YBL015W_mRNA	ACH1
YHR207C	YHR207C_mRNA	SET5
YOR386W	YOR386W_mRNA	PHR1
YIL137C	YIL137C_mRNA	TMA108
YFL012W	YFL012W_mRNA	
YBR008C	YBR008C_mRNA	FLR1
YGR205W	YGR205W_mRNA	TDA10
YPR001W	YPR001W_mRNA	CIT3
YML058W	YML058W_mRNA	SML1
YML104C	YML104C_mRNA	MDM1
YKL069W	YKL069W_mRNA	YKL069W
YPL026C	YPL026C_mRNA	SKS1
YGR218W	YGR218W_mRNA	CRM1
YBL066C	YBL066C_mRNA	SEF1
tV(AAC)M2	tV(AAC)M2_tRNA	
YPR164W	YPR164W_mRNA	MMS1
YLR363W-A	YLR363W-A_mRNA	
YNL133C	YNL133C_mRNA	FYV6
YDL124W	YDL124W_mRNA	
YNR032C-A	YNR032C-A_mRNA	HUB1
YGR108W	YGR108W_mRNA	CLB1
YHR109W	YHR109W_mRNA	CTM1
YPR153W	YPR153W_mRNA	MAY24
YCR095W-A	YCR095W-A_mRNA	
YNL223W	YNL223W_mRNA	ATG4
YKL005C	YKL005C_mRNA	BYE1
YKR011C	YKR011C_mRNA	YKR011C
YFR002W	YFR002W_mRNA	NIC96
YML092C	YML092C_mRNA	PRE8
YDL026W	YDL026W_mRNA	
YER057C	YER057C_mRNA	HMF1
YHR117W	YHR117W_mRNA	TOM71
YLR196W	YLR196W_mRNA	PWP1
YIL014W	YIL014W_mRNA	MNT3
YKL134C	YKL134C_mRNA	OCT1
YLR125W	YLR125W_mRNA	
YBR231C	YBR231C_mRNA	SWC5
YGR115C	YGR115C_mRNA	
YGL008C	YGL008C_mRNA	PMA1
YPL129W	YPL129W_mRNA	TAF14
YER038W-A	YER038W-A_mRNA	FMP49
YLR046C	YLR046C_mRNA	YLR046C
YFR045W	YFR045W_mRNA	
YBL112C	YBL112C_mRNA	
YDL068W	YDL068W_mRNA	
YGR175C	YGR175C_mRNA	ERG1
YNR016C	YNR016C_mRNA	ACC1
YGR045C	YGR045C_mRNA	
YGL226C-A	YGL226C-A_mRNA	OST5
YLR113W	YLR113W_mRNA	HOG1
YBL013W	YBL013W_mRNA	FMT1
YMR106C	YMR106C_mRNA	YKU80
YLR460C	YLR460C_mRNA	
YDL100C	YDL100C_mRNA	GET3
YMR272C	YMR272C_mRNA	SCS7
YGR094W	YGR094W_mRNA	VAS1
YBR163W	YBR163W_mRNA	EXO5
tV(AAC)L	tV(AAC)L_tRNA	
YPR147C	YPR147C_mRNA	
YOL059W	YOL059W_mRNA	GPD2
YFR024C-A	YFR024C-A_mRNA	LSB3
YBL004W	YBL004W_mRNA	UTP20
YMR307C-A	YMR307C-A_mRNA	
YKL174C	YKL174C_mRNA	TPO5
YLR324W	YLR324W_mRNA	PEX30
YLR347C	YLR347C_mRNA	KAP95
YDL216C	YDL216C_mRNA	RRI1
YJR086W	YJR086W_mRNA	STE18
YMR159C	YMR159C_mRNA	ATG16
YGR067C	YGR067C_mRNA	
YLR436C	YLR436C_mRNA	ECM30
YKL163W	YKL163W_mRNA	PIR3
YMR216C	YMR216C_mRNA	SKY1
YHR075C	YHR075C_mRNA	PPE1
YFR036W-A	YFR036W-A_mRNA	
YBR118W	YBR118W_mRNA	TEF2
YLR430W	YLR430W_mRNA	SEN1
YBR159W	YBR159W_mRNA	IFA38
YLR336C	YLR336C_mRNA	SGD1
YPL098C	YPL098C_mRNA	MGR2
YOR378W	YOR378W_mRNA	AMF1
YLR407W	YLR407W_mRNA	
YOR220W	YOR220W_mRNA	RCN2
YJR095W	YJR095W_mRNA	SFC1
YLR317W	YLR317W_mRNA	
YLL003W	YLL003W_mRNA	SFI1
YPL231W	YPL231W_mRNA	FAS2
YDR296W	YDR296W_mRNA	MHR1
YMR158C-A	YMR158C-A_mRNA	YMR158C-A
YPR025C	YPR025C_mRNA	CCL1
YLR004C	YLR004C_mRNA	THI73
YOR300W	YOR300W_mRNA	YOR300W
YIL031W	YIL031W_mRNA	ULP2
YPR167C	YPR167C_mRNA	MET16
YKR063C	YKR063C_mRNA	LAS1
YGL076C	YGL076C_mRNA	RPL7A
YHR190W	YHR190W_mRNA	ERG9
YKL154W	YKL154W_mRNA	SRP102
YLR184W	YLR184W_mRNA	
YLR319C	YLR319C_mRNA	BUD6
YER122C	YER122C_mRNA	GLO3
YPR166C	YPR166C_mRNA	MRP2
YLR104W	YLR104W_mRNA	LCL2
YOL114C	YOL114C_mRNA	PTH4
YLR377C	YLR377C_mRNA	FBP1
tG(GCC)B	tG(GCC)B_tRNA	
YGL013C	YGL013C_mRNA	PDR1
YDR514C	YDR514C_mRNA	
YER125W	YER125W_mRNA	RSP5
YLR457C	YLR457C_mRNA	NBP1
YDR254W	YDR254W_mRNA	CHL4
YLR039C	YLR039C_mRNA	RIC1
YLL066W-A	YLL066W-A_mRNA	
YHR185C	YHR185C_mRNA	PFS1
YLR337C	YLR337C_mRNA	VRP1
YJL181W	YJL181W_mRNA	RBH1
YOR104W	YOR104W_mRNA	PIN2
YER020W	YER020W_mRNA	GPA2
YOR309C	YOR309C_mRNA	
YNL123W	YNL123W_mRNA	NMA111
YMR004W	YMR004W_mRNA	MVP1
YJR082C	YJR082C_mRNA	EAF6
YJL019W	YJL019W_mRNA	MPS3
YDR477W	YDR477W_mRNA	SNF1
YLL043W	YLL043W_mRNA	FPS1
YKL213C	YKL213C_mRNA	DOA1
tI(AAU)G	tI(AAU)G_tRNA	
YIL140W	YIL140W_mRNA	AXL2
YCR043C	YCR043C_mRNA	
YPL089C	YPL089C_mRNA	RLM1
YBL103C	YBL103C_mRNA	RTG3
YLR193C	YLR193C_mRNA	UPS1
YDL204W	YDL204W_mRNA	RTN2
YDR019C	YDR019C_mRNA	GCV1
YHR011W	YHR011W_mRNA	DIA4
YML008C	YML008C_mRNA	ERG6
tV(AAC)K2	tV(AAC)K2_tRNA	
YHR096C	YHR096C_mRNA	HXT5
YMR109W	YMR109W_mRNA	MYO5
YOR043W	YOR043W_mRNA	WHI2
YOR331C	YOR331C_mRNA	
YLR082C	YLR082C_mRNA	SRL2
YNL272C	YNL272C_mRNA	SEC2
YNL245C	YNL245C_mRNA	CWC25
YNR074C	YNR074C_mRNA	AIF1
YDR038C	YDR038C_mRNA	ENA5
YOL043C	YOL043C_mRNA	NTG2
YMR011W	YMR011W_mRNA	HXT2
YDR408C	YDR408C_mRNA	ADE8
YNR034W	YNR034W_mRNA	SOL1
YNR033W	YNR033W_mRNA	ABZ1
YNL201C	YNL201C_mRNA	PSY2
YJR065C	YJR065C_mRNA	ARP3
YBR281C	YBR281C_mRNA	DUG2
YJL032W	YJL032W_mRNA	
YAR002W	YAR002W_mRNA	NUP60
YMR204C	YMR204C_mRNA	INP1
YIL030C	YIL030C_mRNA	SSM4
YPL149W	YPL149W_mRNA	ATG5
YHR124W	YHR124W_mRNA	NDT80
YER107C	YER107C_mRNA	GLE2
snR56	snR56_snoRNA	SNR56
YGR112W	YGR112W_mRNA	SHY1
YPR084W	YPR084W_mRNA	
YOL049W	YOL049W_mRNA	GSH2
YLR333C	YLR333C_mRNA	RPS25B
YKL113C	YKL113C_mRNA	RAD27
YLL053C	YLL053C_mRNA	
YBR174C	YBR174C_mRNA	
YAR029W	YAR029W_mRNA	
YFL054C	YFL054C_mRNA	AQY3
YNR021W	YNR021W_mRNA	
YHL034C	YHL034C_mRNA	SBP1
YIL022W	YIL022W_mRNA	TIM44
YDR485C	YDR485C_mRNA	VPS72
YIL074C	YIL074C_mRNA	SER33
YGR096W	YGR096W_mRNA	TPC1
YBR086C	YBR086C_mRNA	IST2
YLR202C	YLR202C_mRNA	
YBR057C	YBR057C_mRNA	MUM2
YGR103W	YGR103W_mRNA	NOP7
YJR096W	YJR096W_mRNA	
tT(AGU)O1	tT(AGU)O1_tRNA	
YCL041C	YCL041C_mRNA	
YLR169W	YLR169W_mRNA	
YGL230C	YGL230C_mRNA	
RDN18-2	RDN18-2_rRNA	RDN18-2
YOL064C	YOL064C_mRNA	MET22
YBR126C	YBR126C_mRNA	TPS1
YNL211C	YNL211C_mRNA	MRX7
YBR092C	YBR092C_mRNA	PHO3
YLR445W	YLR445W_mRNA	GMC2
YOR191W	YOR191W_mRNA	ULS1
YNL228W	YNL228W_mRNA	
YHR198C	YHR198C_mRNA	AIM18
YHR021C	YHR021C_mRNA	RPS27B
YPR007C	YPR007C_mRNA	REC8
YAR019C	YAR019C_mRNA	CDC15
YLR146C	YLR146C_mRNA	SPE4
YDR029W	YDR029W_mRNA	
YBR233W-A	YBR233W-A_mRNA	DAD3
tA(AGC)J	tA(AGC)J_tRNA	
YER152C	YER152C_mRNA	
YML034C-A	YML034C-A_mRNA	YML034C-A
YJR007W	YJR007W_mRNA	SUI2
YER118C	YER118C_mRNA	SHO1
YKL189W	YKL189W_mRNA	HYM1
YLR213C	YLR213C_mRNA	CRR1
YER082C	YER082C_mRNA	UTP7
YPL063W	YPL063W_mRNA	TIM50
tG(UCC)Q	tG(UCC)Q_tRNA	
YFL051C	YFL051C_mRNA	
YDR008C	YDR008C_mRNA	
YCR097W	YCR097W_mRNA	HMRA1
YKL225W	YKL225W_mRNA	
YDL248W	YDL248W_mRNA	COS7
YPR142C	YPR142C_mRNA	
YDL057W	YDL057W_mRNA	
YPR123C	YPR123C_mRNA	
YMR236W	YMR236W_mRNA	TAF9
YIR031C	YIR031C_mRNA	DAL7
YDR046C	YDR046C_mRNA	BAP3
YDR025W	YDR025W_mRNA	RPS11A
YER061C	YER061C_mRNA	CEM1
YDR040C	YDR040C_mRNA	ENA1
YMR207C	YMR207C_mRNA	HFA1
YJL127W-A	YJL127W-A_mRNA	YJL127W-A
YDR322W	YDR322W_mRNA	MRPL35
YPR170C	YPR170C_mRNA	
YHL014C	YHL014C_mRNA	YLF2
YOR211C	YOR211C_mRNA	MGM1
YNL146W	YNL146W_mRNA	
YMR324C	YMR324C_mRNA	
YBR131W	YBR131W_mRNA	CCZ1
YDR123C	YDR123C_mRNA	INO2
YMR141C	YMR141C_mRNA	
YJL016W	YJL016W_mRNA	
tV(AAC)M3	tV(AAC)M3_tRNA	
YJL077W-B	YJL077W-B_mRNA	
YML123C	YML123C_mRNA	PHO84
YML099C	YML099C_mRNA	ARG81
YER166W	YER166W_mRNA	DNF1
tM(CAU)O1	tM(CAU)O1_tRNA	IMT1
tF(GAA)F	tF(GAA)F_tRNA	
YDR160W	YDR160W_mRNA	SSY1
YAL016C-B	YAL016C-B_mRNA	
YDL230W	YDL230W_mRNA	PTP1
YLR114C	YLR114C_mRNA	AVL9
YDR001C	YDR001C_mRNA	NTH1
YDR116C	YDR116C_mRNA	MRPL1
YOR370C	YOR370C_mRNA	MRS6
YML112W	YML112W_mRNA	CTK3
YKR083C	YKR083C_mRNA	DAD2
YBL059W	YBL059W_mRNA	
YNL188W	YNL188W_mRNA	KAR1
YJL089W	YJL089W_mRNA	SIP4
YFR047C	YFR047C_mRNA	BNA6
YDR196C	YDR196C_mRNA	CAB5
YGR101W	YGR101W_mRNA	PCP1
YDR331W	YDR331W_mRNA	GPI8
YMR312W	YMR312W_mRNA	ELP6
YBR043C	YBR043C_mRNA	QDR3
YDR385W	YDR385W_mRNA	EFT2
YOR317W	YOR317W_mRNA	FAA1
YJR158W	YJR158W_mRNA	HXT16
YOR239W	YOR239W_mRNA	ABP140
YOL091W	YOL091W_mRNA	SPO21
YDL089W	YDL089W_mRNA	NUR1
YHR151C	YHR151C_mRNA	MTC6
YIR003W	YIR003W_mRNA	AIM21
YAR050W	YAR050W_mRNA	FLO1
YKR100C	YKR100C_mRNA	SKG1
YCR017C	YCR017C_mRNA	CWH43
YLL066W-B	YLL066W-B_mRNA	
YHR166C	YHR166C_mRNA	CDC23
YBR264C	YBR264C_mRNA	YPT10
YDR363W-A	YDR363W-A_mRNA	SEM1
YDL221W	YDL221W_mRNA	
YJR139C	YJR139C_mRNA	HOM6
YHR138C	YHR138C_mRNA	
YBL028C	YBL028C_mRNA	
tV(AAC)G3	tV(AAC)G3_tRNA	
YEL011W	YEL011W_mRNA	GLC3
YBR135W	YBR135W_mRNA	CKS1
YOL142W	YOL142W_mRNA	RRP40
YGL151W	YGL151W_mRNA	NUT1
YFR022W	YFR022W_mRNA	ROG3
YER179W	YER179W_mRNA	DMC1
YPR191W	YPR191W_mRNA	QCR2
YGL024W	YGL024W_mRNA	YGL024W
YBR171W	YBR171W_mRNA	SEC66
YDL146W	YDL146W_mRNA	LDB17
YLR289W	YLR289W_mRNA	GUF1
YDR163W	YDR163W_mRNA	CWC15
YGL184C	YGL184C_mRNA	STR3
YLL026W	YLL026W_mRNA	HSP104
YIL039W	YIL039W_mRNA	TED1
YGL055W	YGL055W_mRNA	OLE1
YGL226W	YGL226W_mRNA	MTC3
YOR107W	YOR107W_mRNA	RGS2
YOL127W	YOL127W_mRNA	RPL25
YNL261W	YNL261W_mRNA	ORC5
YML100W	YML100W_mRNA	TSL1
YGL058W	YGL058W_mRNA	RAD6
YPL187W	YPL187W_mRNA	MF(ALPHA)1
YGR137W	YGR137W_mRNA	
YNR042W	YNR042W_mRNA	
YBR146W	YBR146W_mRNA	MRPS9
YNR006W	YNR006W_mRNA	VPS27
YNL054W	YNL054W_mRNA	VAC7
YJL052W	YJL052W_mRNA	TDH1
YGR198W	YGR198W_mRNA	YPP1
YOR265W	YOR265W_mRNA	RBL2
YOR057W	YOR057W_mRNA	SGT1
YOL025W	YOL025W_mRNA	LAG2
YML012W	YML012W_mRNA	ERV25
YMR036C	YMR036C_mRNA	MIH1
YLR370C	YLR370C_mRNA	ARC18
YLR152C	YLR152C_mRNA	
YLR111W	YLR111W_mRNA	
YHL009C	YHL009C_mRNA	YAP3
YLR012C	YLR012C_mRNA	
YGR010W	YGR010W_mRNA	NMA2
YGL186C	YGL186C_mRNA	TPN1
snR31	snR31_snoRNA	SNR31
YCL001W-B	YCL001W-B_mRNA	
YGL117W	YGL117W_mRNA	
YIL084C	YIL084C_mRNA	SDS3
YOR008W-B	YOR008W-B_mRNA	
YJR094W-A	YJR094W-A_mRNA	RPL43B
YGL200C	YGL200C_mRNA	EMP24
YDR201W	YDR201W_mRNA	SPC19
YGR262C	YGR262C_mRNA	BUD32
YLR227C	YLR227C_mRNA	ADY4
YER089C	YER089C_mRNA	PTC2
YCR064C	YCR064C_mRNA	
YOR124C	YOR124C_mRNA	UBP2
YPL152W-A	YPL152W-A_mRNA	
YML122C	YML122C_mRNA	
snR18	snR18_snoRNA	SNR18
YFR011C	YFR011C_mRNA	
YBR007C	YBR007C_mRNA	DSF2
YKL122C	YKL122C_mRNA	SRP21
YGL158W	YGL158W_mRNA	RCK1
YPR024W	YPR024W_mRNA	YME1
YPL233W	YPL233W_mRNA	NSL1
YIL105W-A	YIL105W-A_mRNA	
tS(AGA)D3	tS(AGA)D3_tRNA	
YFL044C	YFL044C_mRNA	OTU1
tH(GUG)K	tH(GUG)K_tRNA	
YDL162C	YDL162C_mRNA	
YPR173C	YPR173C_mRNA	VPS4
YGR089W	YGR089W_mRNA	NNF2
YGR110W	YGR110W_mRNA	CLD1
YOR075W	YOR075W_mRNA	UFE1
YLR433C	YLR433C_mRNA	CNA1
YGL165C	YGL165C_mRNA	
snR37	snR37_snoRNA	SNR37
YOR069W	YOR069W_mRNA	VPS5
YKL133C	YKL133C_mRNA	
YGR043C	YGR043C_mRNA	NQM1
YDR497C	YDR497C_mRNA	ITR1
YCR046C	YCR046C_mRNA	IMG1
YML038C	YML038C_mRNA	YMD8
YCR054C	YCR054C_mRNA	CTR86
YNR058W	YNR058W_mRNA	BIO3
YLR246W	YLR246W_mRNA	ERF2
YGR042W	YGR042W_mRNA	MTE1
YDR127W	YDR127W_mRNA	ARO1
RUF20	RUF20_ncRNA	RUF20
YGR278W	YGR278W_mRNA	CWC22
YOR363C	YOR363C_mRNA	PIP2
YDL160C-A	YDL160C-A_mRNA	MHF2
YLR085C	YLR085C_mRNA	ARP6
YER029C	YER029C_mRNA	SMB1
YOL071W	YOL071W_mRNA	
YKR057W	YKR057W_mRNA	RPS21A
YGR087C	YGR087C_mRNA	PDC6
YEL055C	YEL055C_mRNA	POL5
YOR382W	YOR382W_mRNA	FIT2
YNL075W	YNL075W_mRNA	IMP4
YPL010W	YPL010W_mRNA	RET3
YJR038C	YJR038C_mRNA	
YML131W	YML131W_mRNA	
YGR026W	YGR026W_mRNA	
YLR093C	YLR093C_mRNA	NYV1
YJL022W	YJL022W_mRNA	
YKR054C	YKR054C_mRNA	DYN1
YEL065W	YEL065W_mRNA	SIT1
YGL105W	YGL105W_mRNA	ARC1
YGL115W	YGL115W_mRNA	SNF4
YNL036W	YNL036W_mRNA	NCE103
YER173W	YER173W_mRNA	RAD24
YKR056W	YKR056W_mRNA	TRM2
YJL073W	YJL073W_mRNA	JEM1
YDL128W	YDL128W_mRNA	VCX1
YIL102C-A	YIL102C-A_mRNA	
